Question,Gold Standard Entities,Gold Standard Relations,FALCON_Entities,P_E,R_E,FALCON_Relations,P_R,R_R
Whose commanders are Colin Powell and Jaber Al-Ahmad Al-Sabah?,"['http://dbpedia.org/resource/Colin_Powell', 'http://dbpedia.org/resource/Jaber_Al-Ahmad_Al-Sabah']","['http://dbpedia.org/ontology/commander', 'http://dbpedia.org/ontology/commander']","['http://dbpedia.org/resource/Jaber_Al-Ahmad_Al-Sabah', 'http://dbpedia.org/resource/Colin_Powell']",1.0,1.0,[],0,0.0
Where was MacKenzie Miller born?,['http://dbpedia.org/resource/MacKenzie_Miller'],['http://dbpedia.org/property/birthPlace'],['http://dbpedia.org/resource/MacKenzie_Miller'],1.0,1.0,['http://dbpedia.org/ontology/birthPlace'],1.0,1.0
"Who is the person whose home town is Fairmount, Indiana?","['http://dbpedia.org/resource/Fairmount,_Indiana']",['http://dbpedia.org/ontology/hometown'],"['http://aksw.org/notInWiki/Fairmount', 'http://aksw.org/notInWiki/Indiana']",0.0,0.0,[],0,0.0
What disease led to the demise of Letitia MacTavish Hargrave and Martino Martini ?,"['http://dbpedia.org/resource/Letitia_MacTavish_Hargrave', 'http://dbpedia.org/resource/Martino_Martini']","['http://dbpedia.org/ontology/deathCause', 'http://dbpedia.org/ontology/deathCause']","['http://dbpedia.org/resource/Letitia_MacTavish_Hargrave', 'http://dbpedia.org/resource/Martino_Martini']",1.0,1.0,['http://dbpedia.org/ontology/child'],0.0,0.0
Is George Lucas the cinematographer of 6-18-67?,"['http://dbpedia.org/resource/6-18-67', 'http://dbpedia.org/resource/George_Lucas']",['http://dbpedia.org/property/cinematography'],"['http://dbpedia.org/resource/George_Lucas', 'http://aksw.org/notInWiki/6-18-67']",0.5,0.5,[],0,0.0
List the shows whose company's successor is Amblin Television.,['http://dbpedia.org/resource/Amblin_Television'],"['http://dbpedia.org/ontology/successor', 'http://dbpedia.org/ontology/company']",['http://dbpedia.org/resource/Amblin_Television'],1.0,1.0,[],0,0.0
Count the total number of battles fought by the military people which fought in Levant ?,['http://dbpedia.org/resource/Levant'],"['http://dbpedia.org/property/battles', 'http://dbpedia.org/property/battles']",['http://dbpedia.org/resource/Levant'],1.0,1.0,"['http://dbpedia.org/ontology/nerve', 'http://dbpedia.org/ontology/nerve']",0.0,0.0
List the graves of the royalities which have been buried at Beeleigh Abbey ?,['http://dbpedia.org/resource/Beeleigh_Abbey'],"['http://dbpedia.org/property/placeOfBurial', 'http://dbpedia.org/property/placeOfBurial']",['http://dbpedia.org/resource/Beeleigh_Abbey'],1.0,1.0,['http://dbpedia.org/ontology/weight'],0.0,0.0
In which country does the Auckland rugby union team play  ?,['http://dbpedia.org/resource/Auckland_rugby_union_team'],"['http://dbpedia.org/ontology/league', 'http://dbpedia.org/ontology/country']",['http://dbpedia.org/resource/Auckland'],0.0,0.0,[],0,0.0
Which genre of books does the writer of The Many Hands write?,['http://dbpedia.org/resource/The_Many_Hands'],"['http://dbpedia.org/ontology/genre', 'http://dbpedia.org/property/author']",['http://dbpedia.org/resource/The_Many_Hands'],1.0,1.0,['http://dbpedia.org/ontology/author'],1.0,0.5
Name the sports played by Jamiatu Muslim Mindanao?,['http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao'],['http://dbpedia.org/ontology/athletics'],['http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao'],1.0,1.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
Laozi has authored which books ?,['http://dbpedia.org/resource/Laozi'],['http://dbpedia.org/property/author'],[],0,0.0,['http://dbpedia.org/ontology/author'],1.0,1.0
Which person naratted The Incredible Hulk and also the writer of Tales of Suspense ?,"['http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series)', 'http://dbpedia.org/resource/Tales_of_Suspense']","['http://dbpedia.org/property/narrated', 'http://dbpedia.org/property/writers']","['http://dbpedia.org/resource/Hulk_(comics)', 'http://dbpedia.org/resource/Tales_of_Suspense']",0.5,0.5,['http://dbpedia.org/property/nattated'],0.0,0.0
What is the television show whose opening theme is Te Deum (Charpentier)?,['http://dbpedia.org/resource/Te_Deum_(Charpentier)'],['http://dbpedia.org/ontology/openingTheme'],"['http://aksw.org/notInWiki/Charpentier', 'http://dbpedia.org/resource/Te_Deum']",0.0,0.0,[],0,0.0
What is the total number of participant in conflict of SFOR?,['http://dbpedia.org/resource/SFOR'],"['http://dbpedia.org/ontology/battle', 'http://dbpedia.org/property/battles']",[],0,0.0,[],0,0.0
From how many different places have people gone to the Harward Medical School?,['http://dbpedia.org/resource/Harvard_Medical_School'],"['http://dbpedia.org/ontology/institution', 'http://dbpedia.org/ontology/birthPlace']",['http://aksw.org/notInWiki/theHarwardMedicalSchool'],0.0,0.0,[],0,0.0
Name the river passing through Reading Berkshire and has mouth place at Essex ?,"['http://dbpedia.org/resource/Reading,_Berkshire', 'http://dbpedia.org/resource/Essex']","['http://dbpedia.org/ontology/city', 'http://dbpedia.org/ontology/mouthPlace']","['http://dbpedia.org/resource/Reading,_Berkshire', 'http://dbpedia.org/resource/Essex']",1.0,1.0,['http://dbpedia.org/ontology/course'],0.0,0.0
How many movies music composers are associated with Demis Roussos ?,['http://dbpedia.org/resource/Demis_Roussos'],"['http://dbpedia.org/ontology/musicComposer', 'http://dbpedia.org/property/associatedActs']",['http://dbpedia.org/resource/Demis_Roussos'],1.0,1.0,['http://dbpedia.org/ontology/associatedBand'],0.0,0.0
Who all play for the Ivory Coast football team?,['http://dbpedia.org/resource/Ivory_Coast_national_football_team'],['http://dbpedia.org/property/nationalteam'],['http://dbpedia.org/resource/Ivory_Coast'],0.0,0.0,['http://dbpedia.org/ontology/team'],0.0,0.0
Which party has come in power at both Balangir and Amaravila in india?,"['http://dbpedia.org/resource/Balangir_district', 'http://dbpedia.org/resource/Amaravila']","['http://dbpedia.org/ontology/leaderName', 'http://dbpedia.org/ontology/leaderName']","['http://dbpedia.org/resource/Amaravila', 'http://dbpedia.org/resource/Balangir', 'http://dbpedia.org/resource/India']",0.3333333333333333,0.5,[],0,0.0
What are some common games played in PATTS college of aeronautics and Jamiatu muslim mindanao?,"['http://dbpedia.org/resource/PATTS_College_of_Aeronautics', 'http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao']","['http://dbpedia.org/property/athletics', 'http://dbpedia.org/property/athletics']",['http://aksw.org/notInWiki/Jamiatu'],0.0,0.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
List the total number of executive producer of TV show which have one of the executiive producer as Steven Moffat ?,['http://dbpedia.org/resource/Steven_Moffat'],"['http://dbpedia.org/ontology/executiveProducer', 'http://dbpedia.org/property/executiveProducer']","['http://dbpedia.org/resource/Steven_Moffat', 'http://aksw.org/notInWiki/one']",0.5,1.0,[],0,0.0
What is the nation of the Major All Stars Season 1 and Pioneer Corporation ?,"['http://dbpedia.org/resource/Major_All_Stars_Season_1', 'http://dbpedia.org/resource/Pioneer_Corporation']","['http://dbpedia.org/property/country', 'http://dbpedia.org/property/country']","['http://dbpedia.org/resource/Pioneer_Corporation', 'http://aksw.org/notInWiki/1']",0.5,0.5,[],0,0.0
How many things belong to a division of plant kingdom?,['http://dbpedia.org/resource/Plant'],"['http://dbpedia.org/ontology/kingdom', 'http://dbpedia.org/ontology/division']",[],0,0.0,['http://dbpedia.org/ontology/date'],0.0,0.0
Where is Semnani and Assyrian Neo-Aramaic spoken ?,"['http://dbpedia.org/resource/Semnani_languages', 'http://dbpedia.org/resource/Assyrian_Neo-Aramaic']","['http://dbpedia.org/ontology/language', 'http://dbpedia.org/property/languages']","['http://dbpedia.org/resource/Assyrian_Neo-Aramaic', 'http://aksw.org/notInWiki/Semnani']",0.5,0.5,['http://dbpedia.org/ontology/spokenIn'],0.0,0.0
Does Massimo Liverani play for Abarth?,"['http://dbpedia.org/resource/Massimo_Liverani', 'http://dbpedia.org/resource/Abarth']",['http://dbpedia.org/property/currentTeam'],"['http://dbpedia.org/resource/Massimo_Liverani', 'http://dbpedia.org/resource/Abarth']",1.0,1.0,[],0,0.0
What is the fictional character which has Clan McDuck and Ludwig Von Draken as relatives?,"['http://dbpedia.org/resource/Clan_McDuck', 'http://dbpedia.org/resource/Ludwig_Von_Drake']","['http://dbpedia.org/property/relatives', 'http://dbpedia.org/property/relatives']","['http://aksw.org/notInWiki/LudwigVonDraken', 'http://dbpedia.org/resource/Clan_McDuck']",0.5,0.5,[],0,0.0
Name the appliance produced by Foxconn and its OS is provided by PlayStation 3 system software ?,"['http://dbpedia.org/resource/Foxconn', 'http://dbpedia.org/resource/PlayStation_3_system_software']","['http://dbpedia.org/ontology/manufacturer', 'http://dbpedia.org/property/os']","['http://dbpedia.org/resource/PlayStation_3', 'http://dbpedia.org/resource/Foxconn']",0.5,0.5,['http://dbpedia.org/ontology/wineProduced'],0.0,0.0
Name the source Island of Bayou ?,['http://dbpedia.org/resource/Island_Bayou_(Oklahoma)'],['http://dbpedia.org/ontology/source'],['http://aksw.org/notInWiki/IslandofBayou'],0.0,0.0,[],0,0.0
Did Alexander Magleby study at the Dartmouth College?,"['http://dbpedia.org/resource/Alexander_Magleby', 'http://dbpedia.org/resource/Dartmouth_College']",['http://dbpedia.org/ontology/university'],"['http://aksw.org/notInWiki/theDartmouthCollege', 'http://dbpedia.org/resource/Alexander_Magleby']",0.5,0.5,['http://dbpedia.org/ontology/picture'],0.0,0.0
Where was Thomy Bourdelle born?,['http://dbpedia.org/resource/Thomy_Bourdelle'],['http://dbpedia.org/property/placeOfBirth'],['http://dbpedia.org/resource/Thomy_Bourdelle'],1.0,1.0,['http://dbpedia.org/ontology/birthYear'],0.0,0.0
Companies headquartered in Geneva own which TV Shows?,['http://dbpedia.org/resource/Geneva'],"['http://dbpedia.org/ontology/headquarter', 'http://dbpedia.org/property/company']",['http://dbpedia.org/resource/Geneva'],1.0,1.0,['http://dbpedia.org/ontology/headquarter'],1.0,0.5
Who owns the schools which have a penguin as its mascot?,['http://dbpedia.org/resource/Penguin'],"['http://dbpedia.org/ontology/authority', 'http://dbpedia.org/property/mascot']",[],0,0.0,['http://dbpedia.org/ontology/languageFamily'],0.0,0.0
In which city is the sister station of WCSE-LP located ?,['http://dbpedia.org/resource/WCSE-LP'],"['http://dbpedia.org/property/sisterStations', 'http://dbpedia.org/property/city']",['http://dbpedia.org/resource/WCSE-LP'],1.0,1.0,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
What is the total number of relgions followed by people born in Bangkok?,['http://dbpedia.org/resource/Bangkok'],"['http://dbpedia.org/ontology/religion', 'http://dbpedia.org/property/birthPlace']",['http://dbpedia.org/resource/Bangkok'],1.0,1.0,['http://dbpedia.org/ontology/birthPlace'],1.0,0.5
"Twin cities 400 is operated by what city, which is the birthplace of Leona Baumgarter?","['http://dbpedia.org/resource/Twin_Cities_400', 'http://dbpedia.org/resource/Leona_Baumgartner']","['http://dbpedia.org/ontology/operatedBy', 'http://dbpedia.org/ontology/birthPlace']","['http://aksw.org/notInWiki/LeonaBaumgarter', 'http://aksw.org/notInWiki/400']",0.0,0.0,['http://dbpedia.org/ontology/operatedBy'],1.0,0.5
Where are the homestadiums of the seasons chaired by Merritt Paulson?,['http://dbpedia.org/resource/Merritt_Paulson'],"['http://dbpedia.org/ontology/chairman', 'http://dbpedia.org/ontology/homeStadium']",['http://dbpedia.org/resource/Merritt_Paulson'],1.0,1.0,['http://dbpedia.org/ontology/chairman'],1.0,0.5
What is the products of the BBC Multimedia and series of the The Last Resort (Doctor Who),"['http://dbpedia.org/resource/BBC_Multimedia', 'http://dbpedia.org/resource/The_Last_Resort_(Doctor_Who)']","['http://dbpedia.org/ontology/series', 'http://dbpedia.org/property/products']","['http://aksw.org/notInWiki/theTheLastResort', 'http://dbpedia.org/resource/Doctor_Who', 'http://dbpedia.org/resource/BBC']",0.0,0.0,[],0,0.0
What are the gadgets whose manufacturing company is founded by Terry Gou?,['http://dbpedia.org/resource/Terry_Gou'],"['http://dbpedia.org/ontology/manufacturer', 'http://dbpedia.org/property/founder']",['http://dbpedia.org/resource/Terry_Gou'],1.0,1.0,['http://dbpedia.org/ontology/foundationPlace'],0.0,0.0
"In which of the parties that have governed over Rishikesh, does Govinda belong too?","['http://dbpedia.org/resource/Govinda_(actor)', 'http://dbpedia.org/resource/Rishikesh']","['http://dbpedia.org/ontology/party', 'http://dbpedia.org/ontology/leaderName']","['http://dbpedia.org/resource/Rishikesh', 'http://dbpedia.org/resource/Govinda']",0.5,0.5,"['http://dbpedia.org/ontology/principal', 'http://dbpedia.org/ontology/date']",0.0,0.0
List softwares written in C++ and runs on Mac OS ?,"['http://dbpedia.org/resource/Mac_OS', 'http://dbpedia.org/resource/C++']","['http://dbpedia.org/ontology/operatingSystem', 'http://dbpedia.org/ontology/programmingLanguage']",[],0,0.0,"['http://dbpedia.org/ontology/fate', 'http://dbpedia.org/ontology/symbol']",0.0,0.0
What are the home stadiums of the things Leonid Fedun has been the chairman of?,['http://dbpedia.org/resource/Leonid_Fedun'],"['http://dbpedia.org/ontology/chairman', 'http://dbpedia.org/ontology/homeStadium']",['http://dbpedia.org/resource/Leonid_Fedun'],1.0,1.0,[],0,0.0
For which team does hunter pence play for?,['http://dbpedia.org/resource/Hunter_Pence'],['http://dbpedia.org/ontology/team'],[],0,0.0,['http://dbpedia.org/ontology/mass'],0.0,0.0
How many have former teams as Indianapolis Colts and Carolina Panthers?,"['http://dbpedia.org/resource/Indianapolis_Colts', 'http://dbpedia.org/resource/Carolina_Panthers']","['http://dbpedia.org/ontology/formerTeam', 'http://dbpedia.org/ontology/formerTeam']","['http://dbpedia.org/resource/Indianapolis_Colts', 'http://dbpedia.org/resource/Carolina_Panthers']",1.0,1.0,[],0,0.0
Of what all has David Ian Salter been an editor of?,['http://dbpedia.org/resource/David_Ian_Salter'],['http://dbpedia.org/property/editing'],['http://dbpedia.org/resource/David_Ian_Salter'],1.0,1.0,[],0,0.0
Who owns Ivanpah Solar Power Facility?,['http://dbpedia.org/resource/Ivanpah_Solar_Power_Facility'],['http://dbpedia.org/ontology/owner'],['http://dbpedia.org/resource/Ivanpah_Solar_Power_Facility'],1.0,1.0,['http://dbpedia.org/ontology/languageFamily'],0.0,0.0
Where are ethnic group located which speak Nebraskan?,['http://dbpedia.org/resource/Nebraska'],"['http://dbpedia.org/ontology/language', 'http://dbpedia.org/property/region']",['http://aksw.org/notInWiki/Nebraskan'],0.0,0.0,"['http://dbpedia.org/ontology/locatedInArea', 'http://dbpedia.org/ontology/voice']",0.0,0.0
Name the sharehoders of The National Herald ?,['http://dbpedia.org/resource/The_National_Herald_(India)'],['http://dbpedia.org/ontology/owner'],['http://dbpedia.org/resource/The_National_Herald'],0.0,0.0,[],0,0.0
List some things that Swedish people have become famous for?,['http://dbpedia.org/resource/Sweden'],"['http://dbpedia.org/ontology/stateOfOrigin', 'http://dbpedia.org/ontology/knownFor']",['http://aksw.org/notInWiki/Swedish'],0.0,0.0,[],0,0.0
Which  governing body of the Oahu Railway and Land Company is also the military branch of the Jimmy Quillen ?,"['http://dbpedia.org/resource/Oahu_Railway_and_Land_Company', 'http://dbpedia.org/resource/Jimmy_Quillen']","['http://dbpedia.org/ontology/militaryBranch', 'http://dbpedia.org/property/governingBody']","['http://aksw.org/notInWiki/theOahuRailwayandLandCompany', 'http://dbpedia.org/resource/Jimmy_Quillen']",0.5,0.5,['http://dbpedia.org/ontology/management'],0.0,0.0
How many things are made by companies who produce mass media articles?,['http://dbpedia.org/resource/Mass_media'],"['http://dbpedia.org/ontology/manufacturer', 'http://dbpedia.org/property/products']",[],0,0.0,['http://dbpedia.org/ontology/supplies'],0.0,0.0
Name the rivers who originate from Essex?,['http://dbpedia.org/resource/Essex'],['http://dbpedia.org/ontology/mouthPlace'],['http://dbpedia.org/resource/Essex'],1.0,1.0,['http://dbpedia.org/ontology/engineer'],0.0,0.0
What is the place of death of the royalties one of whose parents was Adam Ludwik Czartoryski?,['http://dbpedia.org/resource/Adam_Ludwik_Czartoryski'],"['http://dbpedia.org/ontology/parent', 'http://dbpedia.org/property/deathPlace']",['http://dbpedia.org/resource/Adam_Ludwik_Czartoryski'],1.0,1.0,[],0,0.0
Name the fictional character whose voice's animator is Hardie Gramatky?,['http://dbpedia.org/resource/Hardie_Gramatky'],"['http://dbpedia.org/ontology/voice', 'http://dbpedia.org/property/animator']",['http://dbpedia.org/resource/Hardie_Gramatky'],1.0,1.0,[],0,0.0
What actor starred in Splash and is married to Rita Wilson?,"['http://dbpedia.org/resource/Splash_(film)', 'http://dbpedia.org/resource/Rita_Wilson']","['http://dbpedia.org/property/starring', 'http://dbpedia.org/property/spouse']","['http://dbpedia.org/resource/Rita_Wilson', 'http://aksw.org/notInWiki/Splash']",0.5,0.5,['http://dbpedia.org/property/formerlyStarred'],0.0,0.0
